year,country,region1,continent,happiness_rank,happiness_score,economy,family,life_expectancy,freedom,govt_trust,generosity,dystopia_residual
2015,Angola,Middle Africa,Africa,137,4.033,0.75778,0.8604,0.16683,0.10384000000000002,0.07122,0.12344000000000001,1.9493900000000002
2015,Mali,Western Africa,Africa,138,3.995,0.26074,1.03526,0.20583,0.38856999999999997,0.12352,0.18798,1.79293
2015,Congo (Brazzaville),Middle Africa,Africa,139,3.989,0.67866,0.6629,0.31051,0.41466000000000003,0.11685999999999999,0.12387999999999999,1.68135
2015,Comoros,Eastern Africa,Africa,140,3.9560000000000004,0.23906,0.79273,0.36315,0.22916999999999998,0.19899999999999998,0.17440999999999998,1.95812
2015,Uganda,Eastern Africa,Africa,141,3.931,0.21101999999999999,1.13299,0.33860999999999997,0.45726999999999995,0.07267,0.29066,1.42766
2015,Senegal,Western Africa,Africa,142,3.904,0.36498,0.97619,0.4354,0.36772,0.10712999999999999,0.20843000000000003,1.44395
2015,Gabon,Middle Africa,Africa,143,3.8960000000000004,1.06024,0.90528,0.43372,0.31914000000000003,0.11091,0.06822,0.99895
2015,Niger,Western Africa,Africa,144,3.845,0.0694,0.77265,0.29707,0.47691999999999996,0.15639,0.19387000000000001,1.87877
2015,Cambodia,South-eastern Asia,Asia,145,3.819,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195
2015,Tanzania,Eastern Africa,Africa,146,3.781,0.2852,1.00268,0.38215,0.32878,0.05747000000000001,0.34376999999999996,1.38079
2015,Madagascar,Eastern Africa,Africa,147,3.681,0.20824,0.66801,0.46721,0.19184,0.08123999999999999,0.21333000000000002,1.851
2015,Central African Republic,Middle Africa,Africa,148,3.678,0.0785,0.0,0.06699,0.48878999999999995,0.08288999999999999,0.23835,2.7223
2015,Chad,Middle Africa,Africa,149,3.667,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.9429599999999998
2015,Guinea,Western Africa,Africa,150,3.656,0.17417,0.46475,0.24009,0.37725,0.12139000000000001,0.28657,1.9917200000000002
2015,Ivory Coast,Western Africa,Africa,151,3.655,0.46534,0.77115,0.15185,0.46866,0.17922000000000002,0.20165,1.41723
2015,Burkina Faso,Western Africa,Africa,152,3.5869999999999997,0.25811999999999996,0.85188,0.27125,0.39493,0.12832000000000002,0.21746999999999997,1.46494
2015,Afghanistan,Southern Asia,Asia,153,3.575,0.31982,0.30285,0.30335,0.23414000000000001,0.09719,0.3651,1.9521
2015,Rwanda,Eastern Africa,Africa,154,3.465,0.22208000000000003,0.7737,0.42863999999999997,0.59201,0.55191,0.22628,0.67042
2015,Benin,Western Africa,Africa,155,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.6332799999999998
2015,Syria,Western Asia,Asia,156,3.0060000000000002,0.6632,0.47489,0.7219300000000001,0.15684,0.18905999999999998,0.47179,0.32858000000000004
2015,Burundi,Eastern Africa,Africa,157,2.905,0.0153,0.41586999999999996,0.22396,0.1185,0.10062,0.19727,1.83302
2015,Togo,Western Africa,Africa,158,2.839,0.20868,0.13995,0.28443,0.36453,0.10730999999999999,0.16680999999999999,1.56726
2016,Denmark,Northern Europe,Europe,1,7.526,1.4417799999999998,1.16374,0.79504,0.5794100000000001,0.44453000000000004,0.36171,2.73939
2016,Switzerland,Western Europe,Europe,2,7.5089999999999995,1.5273299999999999,1.14524,0.86303,0.58557,0.41203,0.28083,2.69463
2016,Iceland,Northern Europe,Europe,3,7.501,1.42666,1.18326,0.8673299999999999,0.56624,0.14975,0.47678000000000004,2.83137
2016,Norway,Northern Europe,Europe,4,7.497999999999999,1.57744,1.1269,0.79579,0.59609,0.35775999999999997,0.37895,2.66465
2016,Finland,Northern Europe,Europe,5,7.412999999999999,1.40598,1.1346399999999999,0.81091,0.57104,0.41003999999999996,0.25492,2.82596
2016,Canada,Northern America,North America,6,7.404,1.44015,1.0961,0.8276,0.5737,0.31329,0.44833999999999996,2.70485
2016,Netherlands,Western Europe,Europe,7,7.3389999999999995,1.46468,1.02912,0.8123100000000001,0.55211,0.29927,0.47416,2.70749
2016,New Zealand,Australia and New Zealand,Oceania,8,7.334,1.36066,1.17278,0.83096,0.5814699999999999,0.41903999999999997,0.49401000000000006,2.47553
2016,Australia,Australia and New Zealand,Oceania,9,7.313,1.4444299999999999,1.10476,0.8512,0.5683699999999999,0.32331,0.47407,2.5465
2016,Sweden,Northern Europe,Europe,10,7.291,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734
2016,Israel,Western Asia,Asia,11,7.267,1.33766,0.9953700000000001,0.8491700000000001,0.36432,0.08728,0.32288,3.31029
2016,Austria,Western Europe,Europe,12,7.119,1.45038,1.0838299999999998,0.80565,0.54355,0.21348000000000003,0.32865,2.6934299999999998
2016,United States,Northern America,North America,13,7.104,1.50796,1.04782,0.779,0.48163,0.14868,0.41076999999999997,2.72782
2016,Costa Rica,Central America,North America,14,7.087000000000001,1.06879,1.02152,0.76146,0.55225,0.10547000000000001,0.22553,3.3516800000000004
2016,Puerto Rico,Caribbean,North America,15,7.039,1.35943,1.08113,0.77758,0.46823000000000004,0.12275,0.22202,3.0076
2016,Germany,Western Europe,Europe,16,6.994,1.44787,1.09774,0.81487,0.53466,0.28551,0.30451999999999996,2.5093099999999997
2016,Brazil,South America,South America,17,6.952000000000001,1.08754,1.03938,0.61415,0.40425,0.14165999999999998,0.15775999999999998,3.5073300000000005
2016,Belgium,Western Europe,Europe,18,6.928999999999999,1.42539,1.05249,0.8195899999999999,0.51354,0.26248,0.2424,2.61355
